date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
9/23/17,0,14404,14405,14405,1811,14405,14405,68,14405,14505,14505,14505,14505,14405,14405,14405,14405,14505,14405,4756,,,,,,,,,1613887838,406,667.6256158,,,,,,,,,,,0,,0,0,0,,0,,0.682028763,,,,,,,,,8.84E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,31112186171,31112484645,31112484645,21219609478,31112484645,31112484645,9587904351,31112484645,31112484745,31112484745,31112484745,31112484745,31112484645,31112484645,31112484645,31112484645,31112484645,26222170632,,,,,,,,,10403117167,19944445046,11313066533,31112484745,25145689143,0,0,0,0,,,,,,0,,
9/24/17,8,14404,14405,14405,1811,14405,14405,68,14405,14507,14507,14506,14505,14405,14405,14405,14405,14504,14405,4756,,,,,,,,,1613887853,4320,665.894213,,,,,,,0.1398796,,0.170894,,0.699398,,0,0,0,,0,,0.682028763,39948543226,,32287156038,,,,,,8.78E-09,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,0.300602,1.00E-09,31112186171,31112484645,31112484645,21219609478,31112484645,31112484645,9587904351,31112484645,31112484744,31112484744,31112484744,31112484744,31112484645,31112484645,31112484645,31112484645,31112484645,26222170632,,,,,,,,,10403117167,19944445046,11313066533,31112484744,25145689142,5,5.79E-05,9,0.778814,,0.31199111,,0.558212,,9.00E-11,,
9/25/17,16,14404,14405,14405,1811,14405,14405,68,14405,14509,14509,14508,14507,14405,14405,14405,14405,14502,14405,4756,,,,,,,,,1613887868,4320,634.8530093,,,,,,,0.06507962,,0,,0.520637,,0,0,0,,0,,0.682028763,5356400240,,4329142351,,,,,,8.73E-09,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,4.779965,1.54E-08,31112186171,31112484645,31112484645,21219609478,31112484645,31112484645,9587904351,31112484645,31112484744,31112484744,31112484744,31112484742,31112484645,31112484645,31112484645,31112484645,31112484645,26222170632,,,,,,,,,10403117167,19944445046,11313066533,31112484744,25145689142,8,9.26E-05,11,5.808469,,0.64887045,,1,,3.20E-10,,
9/26/17,4,14404,14405,14405,1811,14405,14405,68,14405,14509,14508,14507,14506,14405,14405,14405,14405,14502,14405,4756,,,,,,,,,1613887883,4320,662.8337963,,,,,,,0.178761,,0.178761,,0.178761,,0,0,0,,0,,0.682028763,28268606402,,22847213744,,,,,,8.72E-09,4.601204,4.601204,4.300602,4.601204,4.601204,4.601204,4.601204,4.601204,4.601204,4.601204,4.601204,4.601204,1.48E-08,31112186171,31112484645,31112484645,21219609478,31112484645,31112484645,9587904351,31112484645,31112484744,31112484744,31112484744,31112484742,31112484645,31112484645,31112484645,31112484645,31112484645,26222170632,,,,,,,,,10403117167,19944445046,11313066533,31112484744,25145689142,1,1.16E-05,2,1.100602,,0.550301,,1.100602,,3.55E-10,,
9/27/17,12,14404,14406,14406,1811,14405,14406,68,14405,14511,14510,14509,14507,14406,14405,14406,14405,14502,14406,4756,,,,,,,,,1613887900,4320,634.7092593,,,,,,,0.1139295,,0.1708065,,0.683577,,0,0,0,,0,,0.682028731,12.63157898,,10.20907759,,,,,,9.71E-08,2463071706,2463071706,2463071703,2463071706,2463071706,2463071706,2463071706,2463071706,2463071706,2463071706,2463071706,2463071706,7.916666657,31112185171,31112484645,31112484645,21219608478,31112483645,31112484645,9587903351,31112483645,31112484743,31112484743,31112484743,31112484741,31112484645,31112484645,31112483645,31112483645,31112484645,26222169632,,,,,,,,,10403116167,19948288126,11313065533,31112484743,25145690141,6,6.94E-05,9,2463071703,,547349267.1,,0.964553,,0.158333333,,
9/28/17,65,14404,14406,14411,1811,14405,14407,68,14405,14517,14515,14514,14512,14406,14405,14409,14405,14506,14405,4756,,,,,,,,,1613887916,4306,670.7772875,,,,,,,0.06238814,,0,,2.245973,,0,0,0,,0,,0.682028731,6.453481189,,5.215823797,,,,,,9.69E-08,5987753240,5987753240,5987753237,5987753240,5987753240,5987753240,5987753240,5987753240,5987753240,5987753240,5987753240,5987753240,19.24549996,31112185170,31112484578,31112484643,21219608477,31112483644,31112484612,9587903350,31112483644,31112484741,31112484741,31112484741,31112484738,31112484633,31112484578,31112483644,31112483644,31112483644,26222169631,,,,,,,,,10403116166,19948288125,11313065532,31112484741,25145690140,36,0.000416667,48,4821039038,,113938314.3,,749991.5,,0.334116114,,
9/29/17,4747,14384,14533,14600,1810,14507,14562,68,14482,14810,14798,14788,14780,14551,14451,14588,14496,14732,14522,4765,,,,,,,,,1613887932,4320,823.3523148,,,,,,,0.03926251,,0,,97.645858,,0,0,0,,0,,0.681009094,5.760642975,,4.655859034,,,,,,2.88E-06,9990992137,9990992137,7527921433,9990992137,9990992137,9990992137,9990992137,9990992137,9990992137,9990992137,9990992137,9990992137,32.11248556,31097018518,31112481573,31112484465,21187884986,31112452155,31112484124,9496017093,31112180359,31112484643,31112484643,31112484643,31112484614,31112484399,31112483573,31110167140,31112388627,31112473826,26218574501,,,,,,,,,10323575527,20034175293,11290066332,31112484643,25145690042,2487,0.028784722,3035,5400870142,,2345286.612,,825277,,0.5628971,,
9/30/17,4976,14298,14657,14800,1810,14604,14716,69,14529,15113,15088,15073,15060,14702,14455,14766,14577,14976,14636,4774,,,,,,,,,1613887947,4319,807.8747395,,,,,,,0.05781594,,0,,146.158702,,0,0,0,,0,,0.680993588,5.321216374,,4.300706259,,,,,,5.48E-06,14004021379,14004021379,8020115200,14004021379,14004021379,14004021379,14004021379,14004021379,14004021379,14004021379,14004021379,14004021379,45.01093887,31075634039,31112477464,31112484239,21187402437,31112422435,31112483438,9513849091,31111415728,31112484497,31112484497,31112484496,31112484445,31112484035,31112482691,31106968316,31112248576,31112464699,26244467361,,,,,,,,,10307342018,20148056872,11328273936,31112484497,25145689896,2528,0.029259259,3351,5846874532,,2720713.28,,791085,,0.855934137,,
10/1/17,5973,14236,15023,15219,1783,14936,15109,70,14789,15681,15634,15608,15579,15076,14614,15168,14891,15396,14987,4773,,,,,,,,,1613887962,4316,896.463392,,,,,,,0.09404741,,0.17107,,291.170785,,0,0,0,,0,,0.679336955,4.548631577,,3.676288817,,,,,,9.46E-06,16950977123,16950977123,7978207303,16950977123,16950977123,16950977123,16950977123,16950977123,16950977123,16950977123,16950977123,16950977123,54.482879,31025233202,31112474186,31112483881,21135860271,31112375058,31112482804,9645516200,31110248576,31112484206,31112484206,31112484204,31112484088,31112483564,31112480554,31099408157,31112101276,31112451234,26215416439,,,,,,,,,10419102684,20407543346,11534340899,31112484206,25145689605,3096,0.035833333,4757,6839965752,,4228024.034,,833347,,1.502385589,,
10/2/17,5858,14233,15579,15876,1769,15399,15719,70,15114,16528,16438,16396,16346,15677,14849,15797,15306,16078,15504,4781,,,,,,,,,1613887978,4314,859.1599444,,,,,,,0.10739878,,0.17107,,316.074603,,0,0,0,,0,,0.676946808,3.563601926,,2.880169487,,,,,,1.96E-05,19348712431,19348712431,7211827652,19348712431,19348712431,19348712431,19348712431,19348712431,19348712431,19348712431,19348712431,19348712431,62.18954584,30970776517,31112466356,31112483463,21061496669,31112253804,31112481923,9719137879,31108323501,31112483890,31112483889,31112483887,31112483715,31112482945,31112478962,31092380846,31111676717,31112419117,26167703266,,,,,,,,,10490486208,20680990476,11766160757,31112483890,25145689288,2943,0.0340625,4735,8730628319,,8798568.946,,983735,,2.841437288,,
10/3/17,3701,14204,15861,16195,1774,15636,16006,70,15286,16983,16869,16816,16749,15954,14940,16098,15501,16420,15767,4813,,,,,,,,,1613887995,4320,803.0701389,,,,,,,0.10081913,,0.17107,,182.280983,,0,0,0,,0,,0.675184751,4.448565108,,3.595413218,,,,,,2.49E-05,20981546209,20981546209,5895201280,20981546209,20981546209,20981546209,20981546209,20981546209,20981546209,20981546208,20981546209,20981546209,67.43770895,30941395681,31112465394,31112483204,21006674553,31112191253,31112481314,9628373063,31107562460,31112483707,31112483707,31112483704,31112483492,31112482551,31112477443,31087288913,31111353652,31112400430,26162982579,,,,,,,,,10411860909,20762904234,11767454768,31112483707,25145689106,1808,0.020925926,2826,6993824514,,8306338.376,,817787.1537,,3.595916198,,
10/4/17,1769,14178,15978,16333,1769,15729,16135,71,15325,17138,17023,16969,16898,16072,14958,16226,15571,16562,15878,4811,,,,,,,,,1613888013,4319,724.8960408,,,,,,,0.06978899,,0,,59.948744,,0,0,0,,0,,0.674974796,9.929309416,,8.025052897,,,,,,2.83E-05,21803336238,21803336238,3784853813,21803336238,21803336238,21803336238,21803336238,21803336238,21803336238,21803336238,21803336238,21803336238,70.0790605,30931178700,31112464307,31112483136,21000142294,31112149125,31112481199,9649739268,31106868376,31112483647,31112483647,31112483644,31112483427,31112482410,31112476482,31085335314,31111186652,31112394135,26163206510,,,,,,,,,10409135647,20821621767,11807261672,31112483647,25145689046,859,0.00994213,1194,3133398542,,8344874.649,,770521.6575,,3.916166444,,
10/5/17,2454,14173,16254,16657,1774,15963,16434,72,15478,17531,17402,17337,17260,16358,15054,16540,15764,16890,16131,4805,,,,,,,,,1613888029,4320,730.9590278,,,,,,,0.13143775,,0.17107,,156.805239,,0,0,0,,0,,0.674848095,5.02138695,,4.058377587,,,,,,3.35E-05,22299418295,22299418295,2831736244,22299418295,22299418295,22299418295,22299418295,22299418295,22299418295,19836347591,22299418295,22299418295,71.67353998,30906577509,31112461132,31112482952,20996200212,31112087644,31112480693,9593579418,31105825901,31112483491,31112483490,31112483487,31112483246,31112482137,31112475117,31080631828,31110876750,31112373898,26135756368,,,,,,,,,10341674357,20930190042,11822901560,31112483491,25145683239,1193,0.01380787,2075,6195994015,,9030554.917,,1800401.658,,4.518445657,,
10/6/17,1844,14192,16483,16889,1770,16151,16664,71,15589,17808,17668,17600,17516,16589,15130,16771,15920,17128,16349,4832,,,,,,,,,1613888043,4320,735.6231481,,,,,,,0.1287957,,0.17107,,114.499377,,0,0,0,,0,,0.671778126,5.776573707,,4.668733454,,,,,,3.89E-05,22681292470,22681292470,2899920993,22681292470,22681292470,22681292470,22681292470,22681292470,22681292470,16708736341,22681292470,22681292470,72.90093882,30893627662,31112460672,31112482818,20900685766,31112025677,31112480556,9473731687,31104772368,31112483376,31112483376,31112483372,31112483119,31112481997,31112474954,31077407523,31110630276,31112363637,26124907429,,,,,,,,,10239900152,20931701533,11776671831,31112483376,25145683124,889,0.010289352,1537,5385975312,,9513442.684,,3146000.486,,4.988422988,,
10/7/17,1371,14205,16643,17071,1777,16293,16836,68,15689,18037,17892,17812,17722,16756,15190,16946,16043,17315,16499,4849,,,,,,,,,1613888060,4320,686.7303241,,,,,,,0.12204346,,0.17107,,81.891164,,0,0,0,,0,,0.670747347,7.888890774,,6.375947078,,,,,,4.15E-05,23152667057,23152667057,2632048139,23152667057,23152667057,23152667057,23152667057,23152667057,23152667057,14923294069,23152667057,23152667057,74.41600479,30881502239,31112459239,31112482715,20868615629,31111996525,31112480370,9314539232,31104187097,31112483294,31112483294,31112483290,31112483025,31112481844,31112474396,31074443045,31110468652,31112353475,26112211349,,,,,,,,,10167946471,20948956823,11733936490,31112483294,25145683042,671,0.007766204,1131,3943834968,,8895815.322,,1964761,,5.311803396,,
10/8/17,1406,14217,16851,17301,1783,16460,17058,64,15794,18306,18151,18066,17976,16971,15257,17170,16183,17554,16696,4856,,,,,,,,,1613888075,4319,721.9784672,,,,,,,0.13399351,,0.17107,,90.981593,,0,0,0,,0,,0.67035195,7.787399699,,6.293920114,,,,,,4.78E-05,23345126574,23345126574,1624495069,23345126574,23345126574,23345126574,23345126574,23345126574,23345126574,12210840514,23345126574,23345126574,75.0345976,30867495545,31112457406,31112482603,20856313772,31111921764,31112480132,9160240428,31103305620,31112483203,31112483203,31112483199,31112482924,31112481674,31112473491,31071336446,31110242195,31112341593,26096060724,,,,,,,,,10123003648,21000780424,11734297337,31112483203,25145682951,679,0.007858796,1200,3995233892,,8526550.066,,2604037.829,,5.640670125,,
10/9/17,1460,14186,16985,17474,1791,16572,17209,53,15830,18519,18365,18276,18181,17114,15256,17336,16259,17733,16819,4878,,,,,,,,,1613888090,4319,723.5468859,,,,,,,0.12917068,,0.17107,,87.836065,,0,0,0,,0,,0.669979649,8.885610336,,7.181514209,,,,,,5.02E-05,23606471353,23606471353,1570315813,23606471353,23606471353,23606471353,23606471353,23606471353,23606471353,9782666944,23606471353,23606471353,75.87459756,30858247131,31112454953,31112482490,20844730524,31111895760,31112479799,8777376254,31102407712,31112483115,31112483115,31112483111,31112482818,31112481511,31112472564,31068160218,31110010716,31112331542,26106696391,,,,,,,,,10038465992,21028214138,11691080128,31112483115,25145682863,680,0.00787037,1172,3501445814,,6875748.464,,1497190.235,,5.899677985,,
10/10/17,1376,14220,17180,17677,1801,16740,17410,51,15948,18741,18578,18487,18391,17311,15345,17536,16406,17932,17003,4909,,,,,,,,,1613888107,4319,688.5186386,,,,,,,0.12202512,,0.17107,,80.536581,,0,0,0,,0,,0.668531266,8.308371083,,6.714978791,,,,,,5.31E-05,23944240617,23944240617,2165336157,23944240617,23944240617,23944240617,23944240617,23944240617,23944240617,7705744434,23944240617,23944240617,76.9602368,30845881804,31112454098,31112482405,20799667675,31111866347,31112479699,8631339850,31101700786,31112483035,31112483034,31112483030,31112482730,31112481399,31112472237,31065720811,31109833550,31112323905,26093320793,,,,,,,,,9922987237,21021995939,11616235495,31112483035,25145682783,660,0.007638889,1120,3744715146,,8559530.392,,2095835.607,,6.207807507,,
10/11/17,1172,14243,17346,17851,1802,16892,17582,47,16044,18936,18768,18674,18577,17483,15411,17709,16532,18111,17159,4911,,,,,,,,,1613888123,4319,708.8133827,,,,,,,0.1266539,,0.17107,,70.54622,,0,0,0,,0,,0.667636356,8.971443695,,7.250886305,,,,,,5.49E-05,24198602477,24198602477,1939149148,24198602477,24198602477,24198602477,24198602477,24198602477,24198602477,6167336447,24198602477,24198602477,77.77779261,30835382184,31112453350,31112482321,20771824755,31111846264,31112479604,8492443941,31100984782,31112482964,31112482964,31112482959,31112482654,31112481310,31112472027,31063297444,31109667603,31112317549,26068486415,,,,,,,,,9873261819,21047667740,11600974037,31112482964,25145682712,557,0.006446759,956,3467946077,,7179457.535,,1990037,,6.428412267,,
10/12/17,1411,14265,17533,18057,1808,17056,17778,41,16152,19180,19008,18912,18810,17678,15487,17902,16678,18328,17339,4928,,,,,,,,,1613888140,4320,689.9918981,,,,,,,0.12834358,,0.17107,,86.246889,,0,0,0,,0,,0.666051632,8.41520769,,6.801326099,,,,,,5.87E-05,24454434021,24454434021,1944117468,24454434021,24454434021,24454434021,24454434021,24454434021,24454434021,6118627095,24454434021,24454434021,78.60007225,30822284337,31112452028,31112482211,20722520011,31111805089,31112479408,8299073160,31100157046,31112482878,31112482877,31112482873,31112482559,31112481097,31112471800,31060753014,31109495693,31112309602,26050990122,,,,,,,,,9791115452,21053683586,11544534823,31112482878,25145682626,672,0.007777778,1164,3697173501,,7317206.779,,2047767,,6.702168279,,
10/13/17,1642,14287,17762,18308,1811,17250,18021,42,16265,19481,19307,19205,19098,17912,15566,18155,16830,18585,17549,4939,,,,,,,,,1613888155,4320,733.7243056,,,,,,,0.14112688,,0.17107,,110.361223,,0,0,0,,0,,0.665075459,7.25628532,,5.864663655,,,,,,6.30E-05,24674003297,24674003297,2095479486,24674003297,24674003297,24674003297,24674003297,24674003297,24674003297,5739702391,24674003297,24674003297,79.3057998,30808007674,31112449883,31112482070,20692148754,31111757100,31112479083,8382394796,31099247771,31112482768,31112482767,31112482762,31112482429,31112480967,31112470849,31057705844,31109227758,31112293982,26029312564,,,,,,,,,9750843347,21099728740,11520451594,31112482768,25145682516,782,0.009050926,1407,4287659787,,6634265.373,,4102862.729,,7.002189727,,
10/14/17,1944,14287,18056,18648,1815,17493,18341,41,16392,19874,19690,19584,19471,18222,15651,18485,17004,18930,17825,4942,,,,,,,,,1613888170,4320,746.10625,,,,,,,0.15292509,,0.171246,,142.220331,,0,0,0,,0,,0.664114286,8.069889144,,6.522233268,,,,,,7.02E-05,24879236549,24879236549,1900008067,24879236549,24879236549,24879236549,24879236549,24879236549,24879236549,5137582059,24879236549,24879236549,79.9654494,30787683380,31112445783,31112481904,20662244188,31111674371,31112478708,8342344176,31097948190,31112482625,31112482625,31112482620,31112482270,31112480737,31112469806,31053838439,31108725913,31112278202,26007051561,,,,,,,,,9682766369,21165235848,11509843357,31112482625,25145682374,930,0.010763889,1742,3855379184,,6423788.434,,20641898.74,,7.361860171,,
10/15/17,1450,14306,18315,18939,1818,17708,18625,41,16525,20187,20000,19895,19773,18487,15727,18773,17177,19220,18071,4960,,,,,,,,,1613888187,4320,696.5828704,,,,,,,0.14396813,,0.171246,,104.520862,,0,0,0,,0,,0.662703878,9.462128742,,7.647466986,,,,,,7.60E-05,25026837662,25026837662,1518252714,25026837662,25026837662,25026837662,25026837662,25026837662,25026837662,4902139863,25026837662,25026837662,80.4398609,30771437886,31112443100,31112481790,20618362813,31111607820,31112478543,8343344176,31096811624,31112482521,31112482520,31112482515,31112482156,31112480598,31112468194,31049113229,31108404604,31112266682,25988654176,,,,,,,,,9672639461,21196955205,11513954700,31112482521,25145682269,726,0.008402778,1319,3288106025,,6459507.857,,20168760.76,,7.635708188,,
10/16/17,1311,14348,18533,19174,1821,17883,18852,42,16632,20459,20269,20160,20028,18709,15808,19000,17333,19459,18283,4979,,,,,,,,,1613888201,4320,717.1516204,,,,,,,0.14874264,,0.171246,,93.112895,,0,0,0,,0,,0.661124013,8.73779889,,7.062050234,,,,,,8.21E-05,25116444558,25116444558,1728137938,25116444558,25116444558,25116444558,25116444558,25116444558,25116444558,4992490386,25116444558,25116444558,80.72787061,30761568362,31112441721,31112481684,20569209231,31111537323,31112478382,8392157986,31095680613,31112482428,31112482427,31112482421,31112482055,31112480435,31112467603,31046198166,31108198042,31112262374,25967279222,,,,,,,,,9690074292,21211562768,11509081900,31112482428,25145682176,626,0.00724537,1166,3560677331,,6583640.449,,19023905.25,,7.882442774,,
10/17/17,1343,14406,18792,19457,1829,18106,19131,42,16768,20766,20572,20458,20322,18975,15909,19280,17517,19744,18523,4992,,,,,,,,,1613888217,4320,691.8611111,,,,,,,0.1559581,,0.171246,,104.33597,,0,0,0,,0,,0.659972135,7.751403653,,6.264827404,,,,,,8.70E-05,25247247087,25247247087,1549151834,25247247087,25247247087,25247247087,25247247087,25247247087,25247247087,4625437945,25247247087,25247247087,81.14828905,30750390225,31112439199,31112481574,20533371373,31111484964,31112478248,8394758426,31094459998,31112482323,31112482323,31112482317,31112481947,31112480319,31112466388,31043241995,31107917208,31112246219,25930146767,,,,,,,,,9674857769,21233198334,11469606570,31112482323,25145682072,669,0.007743056,1272,4013786885,,8295634.092,,17754527.91,,8.221600778,,
10/18/17,1042,14425,18976,19661,1831,18263,19324,41,16852,20999,20796,20681,20541,19161,15964,19478,17638,19953,18696,5007,,,,,,,,,1613888234,4320,713.1229167,,,,,,,0.15674783,,0.171246,,78.68741,,0,0,0,,0,,0.659188328,3.819369534,,3.089340103,,,,,,9.07E-05,25283378251,25283378251,7060345101,25283378251,25283378251,25283378251,25283378251,25283378251,25283378251,9851063752,25283378251,25283378251,81.26442002,30740968483,31112438089,31112481482,20508985143,31111444080,31112478027,8384083368,31093602557,31112482245,31112482244,31112482238,31112481862,31112480179,31112465525,31040548202,31107685133,31112236448,25919301975,,,,,,,,,9678325575,21261648041,11442658825,31112482245,25165681994,502,0.005810185,951,8145973300,,17942748.29,,16393856.88,,8.770047994,,
10/19/17,1124,14459,19148,19856,1831,18404,19508,41,16945,21217,21013,20897,20751,19336,16023,19669,17757,20147,18861,5017,,,,,,,,,1613888249,4318,712.839509,,,,,,,0.15448482,,0.171246,,82.803862,,0,0,0,,0,,0.657960207,5.828138348,,4.714947928,,,,,,9.51E-05,25345175609,25345175609,6997527919,25345175609,25345175609,25345175609,25345175609,25345175609,25345175609,9648082034,25345175609,25345175609,81.46304585,30734252661,31112436537,31112481390,20470775198,31111394695,31112477777,8379704932,31092976473,31112482162,31112482161,31112482155,31112481771,31112480051,31112464531,31038141651,31107516828,31112230004,25899961589,,,,,,,,,9664470779,21278664239,11432800834,31112482162,25169912680,536,0.006203704,1006,5338322515,,7698664.407,,15519071.46,,9.01897886,,
10/20/17,1477,14492,19341,20087,1835,18572,19726,41,17045,21487,21279,21159,21005,19538,16092,19889,17896,20383,19050,5048,,,,,,,,,1613888266,4320,697.8837963,,,,,,,0.1588578,,0.171246,,111.994747,,0,0,0,,0,,0.656643273,8.766864529,,7.092369338,,,,,,9.94E-05,25420189801,25420189801,4032764744,25420189801,25420189801,25420189801,25420189801,25420189801,25420189801,9510806536,25420189801,25420189801,81.70415257,30725030929,31112433476,31112481258,20429802058,31111347624,31112477519,8397560033,31091989238,31112482050,31112482049,31112482042,31112481648,31112479838,31112463135,31035339565,31107302472,31112227219,25895599924,,,,,,,,,9676699925,21295720357,11413924509,31112482050,25169912568,705,0.008159722,1332,3548872227,,5269140.051,,14636408.28,,9.244563419,,
10/21/17,1204,14515,19534,20314,1831,18736,19937,41,17149,21735,21526,21403,21248,19739,16155,20104,18025,20612,19234,5055,,,,,,,,,1613888282,4320,712.7819444,,,,,,,0.14620581,,0.17107,,84.506958,,0,0,0,,0,,0.655186211,14.02851175,,11.34902749,,,,,,0.000103321,25526519959,25526519959,1646278570,25526519959,25526519959,25526519959,25526519959,25526519959,25526519959,9224988998,25526519959,25526519959,82.04591323,30714293446,31112431158,31112481161,20384469173,31111299814,31112477248,8411583116,31091237100,31112481965,31112481965,31112481958,31112481553,31112479658,31112462039,31032334733,31107034416,31112216662,25875370247,,,,,,,,,9690723012,21321881269,11441506152,31112481966,25169912484,578,0.006689815,1064,2217803465,,4718279.843,,14060008.93,,9.405921505,,
10/22/17,1118,14533,19712,20498,1837,18882,20119,40,17223,21953,21740,21614,21456,19921,16203,20286,18142,20803,19403,5066,,,,,,,,,1613888297,4320,680.7375,,,,,,,0.14667675,,0.171246,,75.831882,,0,0,0,,0,,0.654260909,13.71508616,,11.09546704,,,,,,0.000107767,25644071040,25644071040,1342990002,25644071040,25644071040,25644071040,25644071040,25644071040,25644071040,8958375364,25644071040,25644071040,82.42373955,30706033704,31112430375,31112481066,20355680670,31111250962,31112477112,8373032215,31090295859,31112481890,31112481889,31112481882,31112481467,31112479536,31112461875,31030081229,31106808398,31112209657,25859831324,,,,,,,,,9671392912,21333380770,11422110526,31112481890,25169912408,517,0.005983796,952,2268486069,,4741018.245,,13588036.58,,9.550990294,,
10/23/17,657,14549,19799,20590,1840,18956,20207,40,17258,22066,21851,21724,21561,20008,16227,20374,18202,20896,19480,5067,,,,,,,,,1613888313,4320,696.0553241,,,,,,,0.14273274,,0.171246,,42.534358,,0,0,0,,0,,0.654148105,22.40541529,,18.12591943,,,,,,0.000109216,25715324154,25715324154,1321525808,25715324154,25715324154,25715324154,25715324154,25715324154,25715324154,8782630865,25715324154,25715324154,82.65275744,30702498477,31112430019,31112481015,20352171034,31111235503,31112477035,8362731214,31089691551,31112481847,31112481846,31112481839,31112481418,31112479459,31112461755,31028582980,31106705511,31112203051,25848282184,,,,,,,,,9661091911,21348200365,11411763209,31112481847,25169912365,298,0.003449074,536,1388614379,,4413523.409,,7026162.539,,9.627025661,,
10/24/17,1556,14555,20056,20868,1848,19197,20479,40,17421,22364,22147,22018,21851,20269,16314,20652,18409,21179,19729,5069,,,,,,,,,1613888328,4320,730.4923611,,,,,,,0.15918441,,0.171246,,113.657667,,0,0,0,,0,,0.653913919,10.99619449,,8.895891131,,,,,,0.000110889,25803954295,25803954295,1267820476,25803954295,25803954295,25803954295,25803954295,25803954295,25803954295,8782331298,25803954295,25803954295,82.93762779,30683354860,31112428230,31112480890,20344884852,31111216065,31112476798,8349542083,31088705588,31112481733,31112481733,31112481725,31112481301,31112479341,31112460704,31023691612,31106492616,31112195773,25826274840,,,,,,,,,9650565505,21390556140,11413884634,31112481733,25169912252,714,0.008263889,1360,2829386273,,3826327.771,,7921343.965,,9.794283512,,
10/25/17,941,14582,20219,21040,1850,19334,20646,40,17487,22561,22342,22212,22043,20434,16363,20820,18513,21355,19883,5083,,,,,,,,,1613888345,4320,674.412037,,,,,,,0.15597335,,0.171246,,69.408139,,0,0,0,,0,,0.652823058,15.35523983,,12.42234683,,,,,,0.000114369,25843500527,25843500527,1490901559,25843500527,25843500527,25843500527,25843500527,25843500527,25843500527,8707699170,25843500527,25843500527,83.06473526,30677619076,31112427503,31112480808,20310945431,31111175865,31112476639,8344429768,31087743616,31112481664,31112481663,31112481656,31112481223,31112479219,31112460426,31021411175,31106249316,31112188255,25813612324,,,,,,,,,9645453189,21400221175,11417462216,31112481664,25169912182,445,0.005150463,842,2026180119,,5264006.966,,12203597.47,,9.936743847,,
